InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
56_BEGGAR'S HOLE_2105,56,2105,Black Velvet Toasted Caramel,750mL,1,9.99,9.99,1/20/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
19_WINTERVALE_2690,19,2690,Black Velvet Reserve,750mL,1,9.99,9.99,1/16/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_3137,73,3137,Three Olives Blueberry Vodka,50mL,1,0.99,0.99,1/3/2016,50,1,0.05,7245,PROXIMO SPIRITS INC.       
34_PITMERDEN_8000,34,8000,The Glenlivet 12 Yr Single,1.75L,4,271.96,67.99,1/20/2016,1750,1,7.35,17035,PERNOD RICARD USA          
67_EANVERNESS_19164,67,19164,Tracia Malbec,750mL,2,11.98,5.99,1/23/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
4_EANVERNESS_3745,4,3745,Taaka Vodka Traveler,750mL,3,14.97,4.99,1/28/2016,750,1,2.36,8004,SAZERAC CO INC             
35_HALIVAARA_8361,35,8361,Carlo Rossi Chablis Calif,4L,1,14.99,14.99,1/2/2016,4000,2,0.6,3252,E & J GALLO WINERY         
38_GOULCREST_4265,38,4265,Capt Morgan Spiced Rum,375mL,2,21.98,10.99,1/26/2016,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_35075,1,35075,Clos LaChance Chard,750mL,1,13.99,13.99,2/29/2016,750,2,0.11,653,STATE WINE & SPIRITS   
31_HORNSEY_6570,31,6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,13.99,1/8/2016,750,2,0.11,10000,MAJESTIC FINE WINES        
14_BROMWICH_4291,14,4291,Ronrico Gold,1.75L,1,12.99,12.99,1/1/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
63_SWORDBREAK_5694,63,5694,Ice Box Mudslide,1.75L,1,11.99,11.99,1/10/2016,1750,1,1.84,8004,SAZERAC CO INC             
13_TARMSWORTH_19748,13,19748,Clos du Bois Chard,1.5L,1,14.99,14.99,1/28/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
25_CAERSHIRE_1233,25,1233,Jack Daniels No 7 Black,1.75L,2,71.98,35.99,1/17/2016,1750,1,3.67,1128,BROWN-FORMAN CORP          
43_WOLFORD_24088,43,24088,Hess Select Cab Svgn,750mL,1,17.99,17.99,1/9/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
22_SHARNWICK_5403,22,5403,Amaretto di Amore,750mL,2,19.98,9.99,1/1/2016,750,1,1.57,660,SAZERAC NORTH AMERICA INC. 
69_MOUNTMEND_12943,69,12943,Middle Sister Drama Queen Pi,750mL,1,9.99,9.99,1/30/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
42_BLACK HOLLOW_3583,42,3583,Smirnoff Orange Vodka,1.75L,1,22.99,22.99,1/21/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
32_MOUNTMEND_5457,32,5457,After Shock Hot & Cool Cinmn,50mL,3,5.97,1.99,1/29/2016,50,1,0.16,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_3652,34,3652,Ciroc Pineapple Vodka,1.75L,1,56.99,56.99,1/16/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
47_PELLA'S WISH_5060,47,5060,Dr McGillicuddy's Butterscth,750mL,1,13.99,13.99,1/21/2016,750,1,0.79,8004,SAZERAC CO INC             
14_BROMWICH_24829,14,24829,Cecchi Chianti Classico,750mL,2,21.98,10.99,1/19/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
10_HORNSEY_5246,10,5246,Bacardi Party Drinks Zombie,1.75L,1,15.99,15.99,2/18/2016,1750,1,1.84,480,BACARDI USA INC            
22_SHARNWICK_8678,22,8678,Banfi Chianti Clsc RSV,750mL,7,97.93,13.99,1/22/2016,750,2,0.79,516,BANFI PRODUCTS CORP        
66_EANVERNESS_3608,66,3608,Smirnoff Orange Vodka,50mL,5,4.95,0.99,1/23/2016,50,1,0.26,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_3851,34,3851,Grey Goose Vodka,375mL,3,47.97,15.99,1/24/2016,375,1,1.18,480,BACARDI USA INC            
58_HARTLEPOOL_7982,58,7982,M & R Sweet Vermouth,750mL,1,7.49,7.49,1/23/2016,750,1,0.79,480,BACARDI USA INC            
74_PAENTMARWY_46476,74,46476,Tilia Malbec Mendoza,750mL,1,9.99,9.99,1/18/2016,750,2,0.11,9552,M S WALKER INC             
72_HARDERSFIELD_27350,72,27350,Almaden Cab Svgn Cal B/B,5L,1,17.99,17.99,1/30/2016,5000,2,0.75,9815,WINE GROUP INC             
69_MOUNTMEND_2435,69,2435,Crown Royal RSV,750mL,2,81.98,40.99,1/8/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
68_SOLARIS_8214,68,8214,E & J Brandy VS,750mL,3,29.97,9.99,1/9/2016,750,1,2.36,3252,E & J GALLO WINERY         
10_HORNSEY_4135,10,4135,Smirnoff Blueberry Vodka,50mL,15,14.85,0.99,1/16/2016,50,1,0.79,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_36874,15,36874,Yellow Tail Merlot Ausl,750mL,3,23.97,7.99,2/9/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
55_DRY GULCH_17504,55,17504,Butternut Chard,750mL,1,14.99,14.99,1/23/2016,750,2,0.11,10754,PERFECTA WINES             
67_EANVERNESS_1595,67,1595,Gentleman Jack,375mL,1,15.99,15.99,1/20/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
53_HILLFAR_3826,53,3826,Skyy Vodka,1.75L,2,49.98,24.99,1/12/2016,1750,1,3.67,11567,CAMPARI AMERICA            
34_PITMERDEN_46189,34,46189,Napa Cellars Chard,750mL,1,16.99,16.99,1/12/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
73_DONCASTER_1358,73,1358,Knob Creek Bourbon,1.75L,1,61.99,61.99,1/10/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
9_BLACKPOOL_14623,9,14623,The Naked Grape Pnt Grigio,750mL,2,13.98,6.99,1/23/2016,750,2,0.22,3252,E & J GALLO WINERY         
38_GOULCREST_6293,38,6293,Fetzer Gewurz,750mL,2,19.98,9.99,1/26/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
30_CULCHETH_35375,30,35375,Hess Allomi Cab Svgn,750mL,1,29.99,29.99,1/25/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
46_TYWARDREATH_11488,46,11488,C K Mondavi Cab Svgn,1.5L,1,10.99,10.99,1/15/2016,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
50_MOUNTMEND_28239,50,28239,Fetzer Eagle Peak Merlot,1.5L,1,12.99,12.99,1/29/2016,1500,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
17_OLDHAM_6459,17,6459,Freixenet Cordon Negro Extr,750mL,4,43.96,10.99,1/14/2016,750,2,0.45,4425,MARTIGNETTI COMPANIES
10_HORNSEY_5491,10,5491,Rumpleminze,50mL,28,55.72,1.99,1/29/2016,50,1,1.47,3960,DIAGEO NORTH AMERICA INC   
31_HORNSEY_812,31,812,Jagermeister Liqueur,Liter,2,45.98,22.99,1/16/2016,1000,1,2.1,3089,SIDNEY FRANK IMPORTING CO  
1_HARDERSFIELD_3804,1,3804,Svedka Vodka,750mL,2,19.98,9.99,1/17/2016,750,1,1.57,1392,CONSTELLATION BRANDS INC   
10_HORNSEY_3781,10,3781,Three Olives Vanilla Vodka,750mL,2,25.98,12.99,1/9/2016,750,1,1.57,7245,PROXIMO SPIRITS INC.       
78_EASTHAVEN_28138,78,28138,Columbia Crest Grand Chard,750mL,1,9.99,9.99,1/28/2016,750,2,0.11,8673,STE MICHELLE WINE ESTATES  
58_HARTLEPOOL_46023,58,46023,Spellbound Petite Sirah Cal,750mL,1,13.99,13.99,1/23/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
41_LARNWICK_7878,41,7878,Allens Coffee Brandy,1.75L,3,47.97,15.99,1/22/2016,1750,1,5.51,9552,M S WALKER INC             
38_GOULCREST_45600,38,45600,Luigi Bosca La Linda Malbec,750mL,4,43.96,10.99,1/15/2016,750,2,0.45,9744,FREDERICK WILDMAN & SONS   
51_ABERDEEN_44148,51,44148,Polka Dot Rsl Pfalz,750mL,1,6.99,6.99,1/13/2016,750,2,0.11,3252,E & J GALLO WINERY         
20_BREDWARDINE_8670,20,8670,Arrow Coffee Brandy,1.75L,1,11.99,11.99,1/8/2016,1750,1,1.84,8352,LUXCO INC                  
12_LEESIDE_40097,12,40097,Black Box Chard,3L,1,18.99,18.99,2/4/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
51_ABERDEEN_8068,51,8068,Absolut 80 Proof,1.75L,6,155.94,25.99,1/30/2016,1750,1,11.02,17035,PERNOD RICARD USA          
48_NORFOLK_3987,48,3987,Smirnoff Peppermint Twist,750mL,1,10.99,10.99,1/10/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
48_NORFOLK_18347,48,18347,Banfi Pnt Grigio San Angelo,750mL,6,83.94,13.99,1/26/2016,750,2,0.68,516,BANFI PRODUCTS CORP        
10_HORNSEY_35913,10,35913,Stone Cellars Cab Svgn,1.5L,8,63.92,7.99,1/29/2016,1500,2,1.8,9819,TREASURY WINE ESTATES      
75_BARNCOMBE_3997,75,3997,Hornitos Plata Tequila,750mL,1,19.99,19.99,1/16/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
73_DONCASTER_4431,73,4431,Screech Rum,750mL,5,84.95,16.99,1/7/2016,750,1,3.94,9552,M S WALKER INC             
64_CESTERFIELD_6987,64,6987,Rosemount Shiraz/Cab Svgn,750mL,1,9.99,9.99,1/18/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_19121,67,19121,Liberty School Pnt Nr CC,750mL,1,11.99,11.99,1/3/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
79_BALLYMENA_42881,79,42881,La Bastarda Pnt Gr Sicily,750mL,1,6.99,6.99,1/10/2016,750,2,0.11,10754,PERFECTA WINES             
68_SOLARIS_5316,68,5316,Amaretto DiSaronno,50mL,1,2.29,2.29,1/23/2016,50,1,0.05,2555,DISARONNO INTERNATIONAL LLC
60_IRRAGIN_2131,60,2131,Jack Daniels No 7 Black Trav,375mL,1,12.99,12.99,1/22/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
66_EANVERNESS_3636,66,3636,Dr McGillicuddy's Mentholmnt,375mL,5,32.45,6.49,1/30/2016,375,1,1.97,8004,SAZERAC CO INC             
40_BULLMAR_6650,40,6650,Simi Chard,750mL,1,10.99,10.99,1/24/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
9_BLACKPOOL_3820,9,3820,Smirnoff Citrus Vodka,1.75L,1,17.99,17.99,1/3/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
65_LUTON_13940,65,13940,Black Box Malbec,3L,1,18.99,18.99,1/3/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
78_EASTHAVEN_6498,78,6498,Franzia Chablis Old World C,5L,2,29.98,14.99,1/11/2016,5000,2,1.5,9815,WINE GROUP INC             
34_PITMERDEN_8746,34,8746,Cavit Pinot Grigio,750mL,10,69.9,6.99,1/30/2016,750,2,1.12,6785,PALM BAY INTERNATIONAL INC 
67_EANVERNESS_14416,67,14416,J Lohr Falcons Perch Pnt Nr,750mL,3,47.97,15.99,1/9/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
14_BROMWICH_14006,14,14006,Apothic Winemakers Red Blend,750mL,1,9.99,9.99,1/20/2016,750,2,0.11,3252,E & J GALLO WINERY         
67_EANVERNESS_3397,67,3397,Ciroc Red Berry Vodka,750mL,1,28.99,28.99,1/4/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
57_LANTEGLOS_6396,57,6396,Taylor Dry Sherry,1.5L,1,7.79,7.79,1/20/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_11825,2,11825,Cupcake Cab Svgn,750mL,2,16.98,8.49,1/16/2016,750,2,0.22,9815,WINE GROUP INC             
76_DONCASTER_4705,76,4705,Blue Chair Bay Banana Rum,50mL,3,2.97,0.99,1/4/2016,50,1,0.16,6213,MHW LTD                    
76_DONCASTER_3591,76,3591,Absolut Vanilia,750mL,1,17.99,17.99,1/7/2016,750,1,0.79,17035,PERNOD RICARD USA          
4_EANVERNESS_7978,4,7978,M & R X Dry Vermouth,750mL,1,7.49,7.49,1/2/2016,750,1,0.79,480,BACARDI USA INC            
66_EANVERNESS_14439,66,14439,Barefoot Sweet Red,750mL,1,6.29,6.29,1/17/2016,750,2,0.11,3252,E & J GALLO WINERY         
11_CARDEND_2432,11,2432,Crown Royal,750mL,2,45.98,22.99,2/15/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
57_LANTEGLOS_4878,57,4878,Allens Coffee Brandy,750mL,1,6.99,6.99,1/2/2016,750,1,0.79,9552,M S WALKER INC             
32_MOUNTMEND_8485,32,8485,Gozio Amaretto,750mL,1,17.99,17.99,1/23/2016,750,1,0.79,1485,CASTLE BRANDS CORP.        
64_CESTERFIELD_6864,64,6864,St Francis Chard,750mL,1,11.99,11.99,1/9/2016,750,2,0.11,4692,KOBRAND CORPORATION        
39_EASTHALLOW_41034,39,41034,Menage a Trois Red,750mL,1,10.99,10.99,1/24/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
19_WINTERVALE_5391,19,5391,Kamora Coffee,1.75L,1,15.99,15.99,1/12/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
6_GOULCREST_34439,6,34439,Toad Hollow Mendocino Chard,750mL,1,13.99,13.99,1/4/2016,750,2,0.11,9552,M S WALKER INC             
78_EASTHAVEN_8064,78,8064,Canadian Club,50mL,6,5.94,0.99,1/25/2016,50,1,0.32,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_1385,15,1385,Makers Mark,750mL,2,55.98,27.99,2/27/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
6_GOULCREST_33037,6,33037,Beringer Fndrs Est Cab Svgn,1.5L,1,21.99,21.99,1/29/2016,1500,2,0.22,9819,TREASURY WINE ESTATES      
67_EANVERNESS_4959,67,4959,Bacardi Tangerine,50mL,1,0.99,0.99,1/9/2016,50,1,0.05,480,BACARDI USA INC            
34_PITMERDEN_15729,34,15729,Copa di Vino Pnt Grigio,187mL,1,2.49,2.49,1/23/2016,187,2,0.03,2000,SOUTHERN WINE & SPIRITS NE 
14_BROMWICH_8472,14,8472,1800 Silver Tequila,750mL,2,43.98,21.99,1/1/2016,750,1,1.57,7245,PROXIMO SPIRITS INC.       
73_DONCASTER_4382,73,4382,Admiral Nelson Spiced Rum,1.75L,3,56.97,18.99,1/25/2016,1750,1,5.51,3924,HEAVEN HILL DISTILLERIES   
49_GARIGILL_31487,49,31487,Barefoot Bubbly Brut Cve,750mL,1,9.99,9.99,1/9/2016,750,2,0.11,3252,E & J GALLO WINERY         
62_KILMARNOCK_37604,62,37604,Hardys Chard Ausl,3L,1,13.99,13.99,1/30/2016,3000,2,0.45,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_8057,1,8057,Corazon de Agave Blanco,750mL,1,24.99,24.99,1/23/2016,750,1,0.79,8004,SAZERAC CO INC             
25_CAERSHIRE_1396,25,1396,Old Crow,1.75L,2,31.98,15.99,1/16/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    
12_LEESIDE_8111,12,8111,Smirnoff 80 Proof,50mL,7,6.93,0.99,1/20/2016,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   
3_HORNSEY_3787,3,3787,Jose Cuervo Especial Silver,750mL,1,16.99,16.99,1/31/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
49_GARIGILL_21308,49,21308,Chloe Pnt Grigio,750mL,1,10.99,10.99,1/12/2016,750,2,0.11,9815,WINE GROUP INC             
67_EANVERNESS_18027,67,18027,Banfi Rosa Regale,750mL,1,14.99,14.99,1/21/2016,750,2,0.11,516,BANFI PRODUCTS CORP        
54_GUTHRAM_6420,54,6420,R M Woodbridge Chard Cal,750mL,1,7.99,7.99,1/8/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
10_HORNSEY_13268,10,13268,Backhouse Chard,750mL,1,6.99,6.99,1/9/2016,750,2,0.11,7153,PINE STATE TRADING CO      
11_CARDEND_18664,11,18664,Corvo Moscato Siciliarvo,750mL,3,29.97,9.99,2/19/2016,750,2,0.34,10754,PERFECTA WINES             
60_IRRAGIN_2164,60,2164,New Amsterdam Gin,1.75L,1,16.99,16.99,1/3/2016,1750,1,1.84,3252,E & J GALLO WINERY         
39_EASTHALLOW_4404,39,4404,Bacardi Gold Rum,375mL,1,5.49,5.49,1/3/2016,375,1,0.39,480,BACARDI USA INC            
24_PALPERROTH_3310,24,3310,Pinnacle Vodka,375mL,1,5.99,5.99,1/6/2016,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    
10_HORNSEY_14551,10,14551,Cava Mistinguett Brut,750mL,1,7.99,7.99,2/9/2016,750,2,0.11,10754,PERFECTA WINES             
68_SOLARIS_4269,68,4269,Calico Jack Spiced Rum,1.75L,2,25.98,12.99,1/10/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_36378,1,36378,MezzaCorona Pnt Grigio,1.5L,3,32.97,10.99,1/31/2016,1500,2,0.68,9165,ULTRA BEVERAGE COMPANY LLP 
77_TAMWORTH_36378,77,36378,MezzaCorona Pnt Grigio,1.5L,1,10.99,10.99,1/22/2016,1500,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
23_ARBINGTON_3917,23,3917,Smirnoff Peppermint Twist,50mL,2,1.98,0.99,1/27/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_6193,49,6193,Midnight Moon Moonshine,750mL,1,19.99,19.99,1/6/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
18_FURNESS_17175,18,17175,Beringer Classic Cab Svgn,1.5L,1,9.99,9.99,2/2/2016,1500,2,0.22,9819,TREASURY WINE ESTATES      
18_FURNESS_8922,18,8922,Taylor Lake Country Red,3L,1,7.99,7.99,2/12/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
58_HARTLEPOOL_31163,58,31163,Bonterra Viognier Orgnic,750mL,1,13.99,13.99,1/24/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
22_SHARNWICK_2704,22,2704,Serpent's Bite Cider Whiskey,50mL,6,5.94,0.99,1/21/2016,50,1,0.32,1392,CONSTELLATION BRANDS INC   
7_STANMORE_16592,7,16592,B & G Sauternes,750mL,1,17.99,17.99,1/15/2016,750,2,0.11,8735,SURVILLE ENTERPRISES CORP  
9_BLACKPOOL_3921,9,3921,Espolon Reposado Tequila,750mL,1,26.99,26.99,1/24/2016,750,1,0.79,11567,CAMPARI AMERICA            
38_GOULCREST_7261,38,7261,Gallo X Dry Vermouth,750mL,3,16.47,5.49,1/8/2016,750,2,0.34,3252,E & J GALLO WINERY         
74_PAENTMARWY_2767,74,2767,Johnnie Walker Blue Label,750mL,1,219.99,219.99,1/21/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_3787,14,3787,Jose Cuervo Especial Silver,750mL,3,50.97,16.99,1/9/2016,750,1,2.36,7245,PROXIMO SPIRITS INC.       
71_CLARCTON_35918,71,35918,Stone Cellars Pnt Grigio,1.5L,1,9.99,9.99,1/25/2016,1500,2,0.22,9819,TREASURY WINE ESTATES      
32_MOUNTMEND_4317,32,4317,Pyrat XO Reserve Rum,750mL,1,32.99,32.99,1/2/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
73_DONCASTER_16806,73,16806,Apothic Winemakers White,750mL,2,19.98,9.99,1/20/2016,750,2,0.22,3252,E & J GALLO WINERY         
78_EASTHAVEN_11828,78,11828,Cupcake Svgn Bl,750mL,4,33.96,8.49,1/20/2016,750,2,0.45,9815,WINE GROUP INC             
46_TYWARDREATH_38946,46,38946,Bully Hill Sweet Walter Rd,750mL,1,8.99,8.99,1/14/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
69_MOUNTMEND_3783,69,3783,Ciroc Apple Vodka,50mL,10,19.9,1.99,1/30/2016,50,1,0.52,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_4211,15,4211,Cruzan Passion Fruit Rum,750mL,1,10.99,10.99,2/26/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
25_CAERSHIRE_21267,25,21267,Latour 13 Cuvee Bourgog Blnc,750mL,1,15.99,15.99,1/31/2016,750,2,0.11,9552,M S WALKER INC             
32_MOUNTMEND_6448,32,6448,Dubonnet Rouge,750mL,1,10.49,10.49,1/19/2016,750,2,0.11,3924,HEAVEN HILL DISTILLERIES   
35_HALIVAARA_7851,35,7851,Piehole Pecan Pie,50mL,1,0.99,0.99,1/8/2016,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   
30_CULCHETH_3348,30,3348,Bombay Sapphire Gin,1.75L,2,73.98,36.99,1/24/2016,1750,1,3.67,480,BACARDI USA INC            
55_DRY GULCH_12078,55,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,1/9/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
64_CESTERFIELD_20446,64,20446,Barefoot Bubbly Brut Cuvee,187mL 4 Pk,3,29.97,9.99,1/6/2016,187,2,0.08,3252,E & J GALLO WINERY         
66_EANVERNESS_2534,66,2534,The Dalmore 12Yr Single Malt,750mL,3,164.97,54.99,1/25/2016,750,1,2.36,3252,E & J GALLO WINERY         
34_PITMERDEN_35885,34,35885,Due Torri Pinot Grigio Dell,750mL,5,49.95,9.99,1/1/2016,750,2,0.56,9165,ULTRA BEVERAGE COMPANY LLP 
12_LEESIDE_18950,12,18950,Schug Pnt Nr Carneros,750mL,2,35.98,17.99,1/24/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
77_TAMWORTH_6595,77,6595,Bogle Merlot,750mL,2,23.98,11.99,1/31/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
64_CESTERFIELD_3243,64,3243,Burnetts Vodka,1.75L,1,12.49,12.49,1/6/2016,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
44_PORTHCRAWL_3630,44,3630,Stolichnaya Razberi,1.75L,1,26.99,26.99,1/26/2016,1750,1,1.84,8664,"STOLI GROUP,(USA) LLC      "
69_MOUNTMEND_8823,69,8823,Leroux Apricot Brandy,750mL,1,7.99,7.99,1/9/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
31_HORNSEY_3529,31,3529,U V Vodka,1.75L,1,13.99,13.99,1/17/2016,1750,1,1.84,9206,PHILLIPS PRODUCTS CO.      
1_HARDERSFIELD_4787,1,4787,Appleton Special Gold Rum,1.75L,1,22.99,22.99,1/28/2016,1750,1,1.84,11567,CAMPARI AMERICA            
10_HORNSEY_12213,10,12213,Evodia Garnacha Old Vine,750mL,3,23.97,7.99,2/19/2016,750,2,0.34,9552,M S WALKER INC             
34_PITMERDEN_20968,34,20968,Ninety+Cellars Lot 113 B Red,750mL,1,8.99,8.99,1/27/2016,750,2,0.11,4950,LATITUDE BEVERAGE COMPANY  
76_DONCASTER_23650,76,23650,Tom Gore Chardonnay CA,750mL,1,14.99,14.99,1/13/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
67_EANVERNESS_3892,67,3892,Zhenka Vodka 80 Proof,750mL,1,3.99,3.99,1/8/2016,750,1,0.79,9552,M S WALKER INC             
15_WANBORNE_32137,15,32137,F Coppola Diamond Znfd,750mL,1,14.99,14.99,1/22/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
54_GUTHRAM_8021,54,8021,Glenfiddich Special Rsv 12,750mL,1,47.99,47.99,1/21/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   
4_EANVERNESS_4135,4,4135,Smirnoff Blueberry Vodka,50mL,6,5.94,0.99,1/21/2016,50,1,0.32,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_5259,33,5259,Blue Chair Bay Coconut Rum,750mL,1,16.99,16.99,1/28/2016,750,1,0.79,6213,MHW LTD                    
71_CLARCTON_2131,71,2131,Jack Daniels No 7 Black Trav,375mL,3,38.97,12.99,1/26/2016,375,1,1.18,1128,BROWN-FORMAN CORP          
66_EANVERNESS_24379,66,24379,Madison's Ranch Cab Svgn,750mL,20,259.8,12.99,1/29/2016,750,2,2.25,9165,ULTRA BEVERAGE COMPANY LLP 
7_STANMORE_2149,7,2149,Canadian Ltd Traveler,750mL,1,6.99,6.99,1/17/2016,750,1,0.79,660,SAZERAC NORTH AMERICA INC. 
41_LARNWICK_31487,41,31487,Barefoot Bubbly Brut Cve,750mL,1,9.99,9.99,1/15/2016,750,2,0.11,3252,E & J GALLO WINERY         
50_MOUNTMEND_14805,50,14805,Ninety+Cellars Lot 23 Malbec,750mL,1,8.99,8.99,1/8/2016,750,2,0.11,4950,LATITUDE BEVERAGE COMPANY  
39_EASTHALLOW_8112,39,8112,Stolichnaya,1.75L,1,26.99,26.99,1/6/2016,1750,1,1.84,8664,"STOLI GROUP,(USA) LLC      "
64_CESTERFIELD_2757,64,2757,Johnnie Walker Red Label,1.75L,3,89.97,29.99,1/25/2016,1750,1,5.51,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_3804,1,3804,Svedka Vodka,750mL,3,29.97,9.99,2/27/2016,750,1,2.36,1392,CONSTELLATION BRANDS INC   
33_HORNSEY_5491,33,5491,Rumpleminze,50mL,9,17.91,1.99,1/24/2016,50,1,0.47,3960,DIAGEO NORTH AMERICA INC   
53_HILLFAR_34393,53,34393,Valckenberg Gewurz Pfalz,750mL,1,13.99,13.99,1/23/2016,750,2,0.11,10754,PERFECTA WINES             
25_CAERSHIRE_3858,25,3858,Grey Goose Vodka,750mL,3,71.97,23.99,1/21/2016,750,1,2.36,480,BACARDI USA INC            
27_MOUNTMEND_35914,27,35914,Stone Cellars Chard,1.5L,6,47.94,7.99,1/22/2016,1500,2,1.35,9819,TREASURY WINE ESTATES      
48_NORFOLK_3702,48,3702,Kinky Vodka,50mL,5,4.95,0.99,1/26/2016,50,1,0.26,7153,PINE STATE TRADING CO      
10_HORNSEY_9129,10,9129,Peychaud's Bitters,5.0 Oz,1,4.99,4.99,1/30/2016,150,1,0.16,8004,SAZERAC CO INC             
42_BLACK HOLLOW_5815,42,5815,Godiva Dark Chocolate,750mL,1,23.99,23.99,1/18/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_2589,33,2589,Jameson Irish Whiskey,1.75L,2,83.98,41.99,1/13/2016,1750,1,3.67,17035,PERNOD RICARD USA          
67_EANVERNESS_4243,67,4243,Bacardi Superior Rum,1.75L,6,143.94,23.99,1/21/2016,1750,1,11.02,480,BACARDI USA INC            
25_CAERSHIRE_463,25,463,Kirk & Sweeney 12Yr Old Rum,750mL,1,33.99,33.99,1/30/2016,750,1,0.79,653,STATE WINE & SPIRITS   
38_GOULCREST_15355,38,15355,Decoy Duckhorn Chard Sonoma,750mL,2,39.98,19.99,1/9/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
18_FURNESS_8819,18,8819,Leroux Blackberry Brandy,750mL,1,7.99,7.99,2/25/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
